"Un philosophe, auteur confirmé au style original et brillant, qui nous invite à découvrir notre société en contrepoint des méditations de Saint Augustin! Voilà ce qui me semblait la promesse d'une lecture intéressante, voire même d'une réelle découverte. Or, à la fermeture du livre, il ne me reste que le sentiment d'avoir perdu mon temps. Que les personnages soient des anti-héros aux motivations médiocres, pourquoi pas. Mais aucun d'entre eux ne fait l'objet d'un minimum de réalité psychologique. Aucune identification n'est possible avec cet univers de zombies, si bien que le rapprochement avec la chute de Rome fait l'effet d'un anachronisme sacrilège. Le vrai sujet de cette fausse saga est le ""bar"", dont le destin nous est conté avec force détails, avec les tentatives successives d'en rendre l'exploitation rentable. Un bar corse ne peut survivre qu'en s'adossant à la prostitution: telle pourrait être, en résumé, la thèse de cet ouvrage. Certes, cela force la méditation! Le mal-être existentiel du Roquentin de La Nausée apparait, en comparaison, comme une aventure exaltante. Pour ceux qui aiment le 'trash', qu'ils (re)lisent les Chemins de la liberté!","2.0"
"Un avis un peu, beaucoup même, à contre-courant de l'opinion générale, mais peut-on s'obliger à aimer un livre si on le trouve extrêmement surfait ? Tout lecteur est un être imparfait dont la subjectivité est patente. N'est-il pas ? Quelques réflexions en vrac, donc, sur Le sermon sur la chute de Rome. - Beaucoup de prétention dans un livre qui prétend marier réalisme et lyrisme. Ce qui nous vaut des passages d'une trivialité extrême (on ne compte plus les ""enc...."" sur certaines pages) suivis de moments où le style fait dans l'emphase ampoulée (pléonasme ?) - Une intrigue principale très légère et anodine qui oblige Ferrari à en développer d'autres (le passé du grand-père, les errances de la soeur) complétement déconnectés. Ne parlons pas de Saint-Augustin qui apparait in fine comme par enchantement. Façon de parler. - Pas d'unité et, plus grave, pas d'humanité et une sorte de mépris de l'auteur vis-à-vis de ses personnages. Misanthropie ? - La tragédie finale tient du mauvais mélodrame. - Belles phrases, accents philosophiques. Certains s'écoutent parler. Jérôme Ferrari se regarde écrire. - Une vision de notre monde pour le moins cynique. Toute entreprise humaine est vouée à l'échec ? Ce livre aussi.","2.0"
"Deux étudiants en philosophie quittent Paris pour créer le meilleur des mondes possibles,en reprenant la gérance d'un bar corse dont ils font un lieu de paix et d'amour jusqu'à ce que la misérable nature humaine ne rappelle que toute création engendre son autodestruction;de même les anciens ont-ils assisté à la chute des empires,en Algérie comme en Afrique Noire,sans prendre la mesure de leur effondrement progressif.Les démiurges ont échoué,et le royaume de Dieu n'est pas de ce monde. Remarquable roman,dont la parfaite construction allège le sens philosophique;l'auteur excelle à rendre humeurs,chairs et désirs à travers un ""grand style"" que peu maîtrisent aussi bien aujourd'hui.","5.0"
"""Chaque monde repose ainsi sur des centres de gravité dérisoires dont dépend secrètement tout son équilibre"". Cette phrase de la page 162 pourrait s'appliquer aisément au livre dans son ensemble. Voici un roman reposant sur des centres de gravité simples, voire simplistes diront les plus critiques: un village corse, un bar, une famille déchirée par les deux guerres mondiales et les guerres coloniales, deux copains, des filles légères, des femmes responsables, les mirages du pouvoir, l'illusion du bonheur, la croyance absurde de croire pouvoir changer les personnes, les choses, la jalousie, la violence, l'alcool, l'amour, la mort. Jérôme Ferrari convoque dans son roman tous ces ""centres de gravité"" pour nous offrir une vision assez désenchantée de nos existences. Il y a une fatalité constante dans ce livre. C'est, car ce devait être, aurait pu être son titre. Pour cela l'auteur montre, avec le renfort de la parabole d'Augustin d'Hippone dans son sermon sur la chute de Rome en 410, que les biens terrestres ne sont qu'illusions, moments, joies et plaisirs éphémères. Leur perte, leur évanescence ou leur disparition brutale ne doivent pas effrayer celui qui croit en Dieu. Bien sûr, d'aucuns trouveront que l'auteur a joué au philosophe en convoquant également Leibnitz et son meilleur des mondes. J'ai préféré demeurer sur le plan littéraire. Et là vraiment, je crois nécessaire de saluer le style, l'écriture, le ton. Oui cette histoire de famille en Corse, autour d'un bar et de ses avanies, est divinement bien écrite. Il y a des passages proprement proustiens, des phrases belles comme des cris de révolte : ""...., car il ne s'agissait ici que d'exercer avec une délectation répugnante un pouvoir qui ne se manifestait que dans les caprices de son arbitraire, le pouvoir des minables et des faibles, dont ce type en chemisette était le représentant parfait, avec le sourire idiot et suffisant qu'il lui adressait du haut de la citadelle imprenable de sa bêtise"". Tout le roman est ainsi, une authentique fête du langage, une syntaxe puissante, une lecture quasi hypnotisante. Oui, pour moi ce livre est un vrai chef d'oeuvre littéraire que je ne peux que recommander chaudement.","5.0"
"Quelle déception ! Fallait-il que les membres du jury Goncourt n'aient rien d'autre de mieux à se mettre sous les yeux - ce n'était pourtant pas le cas - pour décerner leur prix à ce roman mal ficelé, décousu, froid et austère, dépourvu d'humanité. Je m'ennuyais déjà à la dixième page ; un peu plus à la trentième, encore plus à la centième. J'ai quand même achevé ma lecture pour le cas où l'auteur aurait eu un sursaut de dernière minute. Hélas, rien. J'en sors déçu, attristé, furieux de m'être fait avoir comme un débutant. Je n'oserais même pas refiler ce bouquin à un ami, par respect pour son temps et par souci de son bien-être. Alors, pour ceux et celles qui voudraient prendre le risque, sachez encore que l'auteur ignore largement l'usage du point et du point-virgule. Certaines pages constituent une seule et même phrase. Il convient malgré tout de reconnaître au romancier un grand talent d'écriture et une certaine richesse de vocabulaire. C'est tout. Bon courage.","1.0"
"Comme CARADO, j'ai pour principe de ne pas, de ne plus, acheter de prix littéraires car la machine médiatique est d 'une efficacité telle que n'importe quel ouvrage, sélectionné par des critiques littéraires qui ont leur entrée dans les maisons d'édition, fait l 'objet de critiques dithyrambiques auxquelles il est difficile de résister. Malgré mes préventions trop souvent vérifiées et mes résolutions de ne plus m' y laisser prendre,je me suis laissé tenter et abuser cette fois encore. Je le regrette. MARCEL, le grand père porte un regard désenchanté sur son existence jalonnée d'échecs, de désillusions. C'est un raté, il le sait. Valétudinaire chronique il s'obstine à survivre à la stupéfaction générale, à commencer par la sienne. Sa fratrie n 'est pas reluisante, sauf sa petite fille qui échappe à la médiocrité familiale. Que nous soyons de pauvres types qui sommes sur cette terre sans rien avoir demandé est une évidence battue et rebattue par tous les auteurs illustres ou ordinaires.Il était inutile de réveiller LEIBNITZ. Que les habitués des bistrots, les piliers de comptoir,les chasseurs, les soiffards, soient des crétins congénitaux qui entre imbéciles patentés échangent des vannes éculées, d'autres auteurs, avec humour, ont traité le sujet. Que les touristes soient pris pour des ""cons"" par les indigènes, cela se vérifie partout et en permanence. Il faut dire qu'ils y mettent du leur en succombant, partout au charme du mot TERROIR qui est un piège à cons universel particulièrement efficace.C 'est fort bien vu par l 'auteur. La charcuterie corse issue de porc élevés en CHINE engraissés en HONGRIE, débités en AUVERGNE est la même que celle proposée dans le reste de l'hexagone, avec la tête du maure en prime sur les emballages. Que les bistrots qui se transforment en bar à putes aient plus de succès, même en CORSE, que les rades ordinaires, on s'en serait douté. Il y a cependant des fulgurances stylistiques séduisantes pour rattraper, l'insignifiance d'ensemble de cet ouvrage frappé par la sinistrose. SAINT AUGUSTIN doit se demander pourquoi on est venu troubler son sommeil.","2.0"
"Ce roman contient des ingrédients qui m'ont donné l'impression d'avoir été choisis pour optimiser son succès commercial. Je cite, pas forcément dans l'ordre : -une saga familiale qui s'étend de la guerre de 14-18 jusqu'à nos jours, -du folklore corse, -du sexe, -de l'amour, -de la violence, -la réussite d'une entreprise, -quelques touches d'humour, -des considérations philosophico-religieuses qui constituent un liant entre ces divers ingrédients. Eh bien, malgré cette remarque péjorative, j'ai trouvé agréable la lecture de ce roman. Pourtant je partage l'avis de certains commentaires quant à la minceur dans la description des personnages. En outre je n'ai pas été sensible aux considérations sur le déclin des créations humaines, et je n'ai pas admiré les quelques passages à longues phrases qui, à mon avis, sont loin de la musique proustienne. Mais on peut apprécier un roman sans le considérer comme parfait. De façon plus précise : ma notation signifie que j'ai aimé ce roman (c'est le critère Amazon) mais ne signifie pas que je le considère comme un monument de la littérature.","4.0"
"Partagé entre une vie à Paris et ses origines corses, Mathieu pense se réaliser enfin pleinement lorsqu’il décide sur un coup de tête et de défi, de reprendre le bar se son village d’enfance, avec son meilleur ami Libero. Il tourne le dos à de brillantes études philosophiques à la Sorbonne, à une amie capessienne, et la promesse d’un avenir sûr et avisé. Mathieu et Libero vont investir toute leur énergie dans ce projet démiurgique ; relancer une affaire perdue, maudite presque, délaissée sans que nul n’ait jamais compris pourquoi, par sa première gérante, qui disparaît sans laisser de mot, un beau matin. Suite à ce premier drame, c’est un couple qui se lancera dans l’entreprise, et peu à peu, la malédiction broie ses proies, et le bar engloutit une nouvelle fois ceux qui s’y trouvent. Il n’est pas rare, dans toute mythologie, de trouver la trace de nombreux mondes qui furent détruits avant que l’actuel n’advienne. Libero et Mathieu lisent saint Augustin, et connaissent son « sermon sur la chute de Rome », il ne faut pas s’attacher aux choses matérielles de ce monde, car il n’appartient qu’à Dieu de les reprendre, et bien souvent c’est le démiurge lui-même qui détruit ce qu’il a fait naître. Et au delà de cela c’est le récit difficile de la fin des époques, la fin des règnes, la chute des empires, des civilisation, et des idéaux de l’enfance… Mais malgré la menace passée, le déluge de Noé qui s’est abattu plusieurs fois sur le bar, Libero et Mathieu, rassemblant toute la faune la plus variée, guettent l’oiseau messager qui viendra leur prédire que la terre est enfin proche. Ce message arrive enfin, c’est Marcel, le grand-père de Mathieu qui accepte de leur avancer les fonds nécessaires. Toute sa vie, Marcel, en homme malade et taciturne, a survécu à ses proches et attendu la grande aventure qui donnerait à sa mort annoncée précoce le sens qu’on les vies brèves et violentes. Il n’en sera rien. Qu’espère t’il en donnant ces fonds à ce petit-fils qu’il méprise, cet enfant issue du pire des péchés, la consanguinité de deux cousins amants ? Le bar connaît ses heures de gloire et d’insouciance, Rome ne se battit pas en un jour, mais son succès et son engouement sont fulgurants. Coupée du monde et de ses réalités, son existence semble être autonome et se développer envers et contre tout. Le bar, à l’exemple de la ville romaine, s’étend sans tenir comptes des sombres armées qui se rassemblent à ses frontières. Ici nulles armées casquées, mais la maladie, la rancune, la jalousie et la violence sont des vices qui empoisonnent même « le meilleur des mondes possibles ».Si Mathieu idéalise en grande partie la vie insulaire, complexé par sa vie parisienne et sorbonnarde, son ascendance contesté et une sexualité inhibé, il voit dans le bar sa véritable personnalité s’épanouir. Mais Libero, plus réaliste, commence à voir au sein même de son royaume le barbarisme troubler les discours alcoolisés des hordes qui peuplent son comptoir… Et peu après son heure de gloire, l’heure de la chute de l’empire sonne… Après « Un dieu, un animal », et « Là où j’ai laissé mon âme », « Le sermon sur la chute de Rome » est le troisième livre de Jérôme Ferrari que nous vous recommandons. Il est rare (pour nous en tout cas) que l’étiquette « Prix Goncourt » soit un gage de grande qualité littéraire, mais Jérôme Ferrari sera parvenu à se faire un véritable nom dans le panorama des littéraires français et c’est une bonne nouvelle. Enseignant plusieurs années en Corse, il tire de cette expérience un décor propice à cette aventure adolescente, ce rêve de démiurge à l’égoïsme enfantin, qui pourtant brûle le cœur de tant d’adultes. Un roman âpre et dur, sur le véritable travail de renoncement et d’humilité de l’âge adulte. Un récit sur le renoncement, certes, mais aussi sur son dépassement, et sur la force de la civilisation de toujours renaître de ses cendres. Emma Breton Lisez notre interview de Jérôme Ferrari après la sortie de « Là où j’ai laissé mon âme »: [...] Et découvrez le site de notre maison d’édition: [...]","4.0"
"Étranges destins que ceux de ces êtres a priori si proches qui se croisent à travers ces pages et qui entrent en résonance les uns avec les autres, au-delà des lieux et des siècles. Une famille corse, marquée par un destin qui passe par l’ancienne Afrique coloniale, par des relations incestueuses, par des désirs d’absolu qui se heurtent à la réalité du monde. Chacun recherche une forme de bonheur, œuvre à le construire pour finir par se heurter à un écroulement de ce en quoi il a cru. Les amours sont impossibles, viciées ou manquées : aveuglement du jeune étudiant un peu perdu qui ne voit pas l’amour de sa camarade, affection qualifiée de fraternelle qui se manifeste dans des relations pensées comme n’étant que sexuelles, différence de milieux et d’origines qui brise un couple, femme aimée sans se l’avouer que l’on retrouve prostituée dans un bar de la côte… Pourtant, les êtres fondamentalement humains qui habitent ce texte croient. Ils croient à la possibilité d’un monde dans lequel leurs aspirations et valeurs personnelles seront des absolus fiables qui les guideront vers l’accomplissement de soi. Hélas, d’une manière ou d’une autre, l’histoire les rattrape et vient briser leurs mythes personnels sur une réalité plus sombre voire morbide. Toutefois, au-delà de cette espèce de cercle infernal d’un monde condamné à mourir quoi que l’on fasse, à la manière des ces phrases longues et enivrantes qui entraînent le lecteur à leur suite avant de le laisser parfois souffler un peu hagard, le récit porte une dimension inattendue qui semble en quelque sorte en briser sa propre cohérence pour mieux le transcender. L’écroulement des mythes des personnages de notre temps résonne avec celui qu’évoque Augustin, le saint évêque d’Hippone, lorsqu’il est confronté au début du Ve siècle avec la chute de Rome prise par Alaric. Au fil du texte, tant à travers les titres des parties empruntés à son œuvre qu’à travers les travaux universitaires discrètement évoqués de deux des personnages, le païen devenu docteur de l’Église est constamment présent, comme si l’auteur nous invitait à dépasser la sombre évocation élevée au rang de mythe du monde, par une aspiration mystique et philosophique, seule capable sans doute de nous faire échapper à un monde condamné autrement à disparaître dans la négation de soi-même et des valeurs avec lesquelles on croit le construire. Comme le rappellent différents passages de l’œuvre, Dieu seul est le démiurge. Si l’homme s’arroge sa place, il se condamne à rester dans ce monde condamné par essence. Pourtant les réponses ne sont pas simples, et si l’homme est invité à construire la Cité de Dieu, la seule promise à l’éternité, il est foncièrement relié à un monde qui l’ébranle et qui le fait douter, tout comme le grand Augustin confronté à la mort au milieu de l’écroulement de sa ville dans ce qui tient lieu en quelque sorte d’épilogue au roman. Au lecteur ensuite de se forger ses convictions dans l’intimité de son cœur. Le roman de Jérôme Ferrari réussit de manière surprenante à faire coexister dans le même texte deux visions a priori antithétiques entre un monde condamné à mourir, comme souvent l’histoire tragique du XXe siècle l’a fait croire, et une aspiration spirituelle que Malraux pressentait pour notre siècle. Aucune réponse n’est donnée, aucun dogmatisme : seul le doute est là. Mais c’est dans le doute que naît la réflexion, et donc la philosophie. Et c’est en restant ouvert qu’on peut éventuellement rencontrer Dieu.","4.0"
"Il y a longtemps que les civilisation se savent mortelles, bien avant l'apostrophe de Paul Valéry. L’évêque d'Hippone, Augustin, devenu saint et père de l’Église, disait la même chose dans son sermon de décembre 410 : ""Tu es étonné parce que le monde touche à sa fin ? Étonne-toi plutôt de le voir parvenu à un âge si avancé. Le monde est comme un homme : il nait , il grandit et il meurt."" Quelques mois plus tôt, en août 410, la ville de Rome avait été mise à sac par les Wisigoths d'Alaric 1er. Mais le roman de Jérôme Ferrari qui s'ouvre et se ferme par allusion au sermon augustinien sur la chute de Rome n'a en réalité qu'un lien ténu avec le déclin de l'Empire romain. Son action se situe en Corse de nos jours, et décrit l'histoire d'une famille du centre de l'ile. L'intrigue est entrelacée, comme les voix d'un chant polyphonique : Celle du grand père Marcel, né au retour de la grande guerre, celles de ses petits enfants Matthieu et Aurélie, dans une généalogie quelque peu complexe et consanguine. Celle d'un café, dont les gérants calamiteux mettent en péril le fond de commerce jusqu'à ce que le jeune Matthieu et son frère de lait Libero, lassés de la vie étudiante et de la vaine étude de la philosophie de Leibnitz, ne le reprennent pour le faire prospérer. Les critiques se sont justement attachés au péripéties du café et à la manière aigre-douce dont les corses sont décrits. Un peu à la manière de Pétillon dans son album ""L'enquête corse"". Seul un auteur du cru, comme Ferrari, maitre de ses langues -la française et la corse-, peut s'autoriser une telle familiarité, affectueuse et impitoyable, avec l'âme ombrageuse des habitants de l'Ile de beauté. On s'intéressera aussi à l'itinéraire du grand père Marcel, l'absent de la photo, évoqué dans un magnifique chapitre introductif. Son histoire réapparait dans le cours du récit. L'on sait que les cadres de la colonisation étaient souvent d'origine corse. Il en est une parfaite illustration. Sans passer par l'école coloniale, mais par promotion interne, il finit gouverneur de cercle, au moment où l'empire disparaît. Les chapitres consacré à la vie coloniale sont à la fois tragiques et savoureux, entre le Conrad d'«Un avant-poste du progrès» et le Tavernier de « Coup de Torchon ». Le même style, de haute tenue, décrit la transformation du café en abbaye de Thélème, où d'accortes serveuses et un guitariste autochtone rassemblent, en une improbable assemblée, touristes brûlés par le soleil et bergers taciturnes amadoués par l'alcool. Sans vouloir gâcher le plaisir de la lecture, qui est grand, on peut dire que tout finira mal, comme les histoires d'amour, et que ce petit monde connaitra sa fin, selon la prédiction de l’évêque d'Hippone, dont Aurélie, la sœur de Matthieu, traque le fantôme dans des fouilles archéologiques elles-mêmes sans issue. La philosophie, violon d'Ingres de l'auteur, est friande de paradoxes, dont celui-ci, que placé sous le signe de l'échec, son roman soit une parfaite réussite !","5.0"
